provider_id,name,geography_level,province,dguid,population_2021,portal_url,portal_license_name,portal_license_url,contact,notes
on_whitby,Town of Whitby,municipality,ON,2021A00053518009,138501,https://geohub-whitby.hub.arcgis.com/,Open Government Licence – The Corporation of the Town of Whitby,https://ago-item-storage.s3.amazonaws.com/223810efc31c40b3aff99dd74f809a97/The_Corporation_of_the_Town_of_Whitby_Open_Data_License.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJn%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJIMEYCIQDlTWfr3z4uIiuLgDJYOh35dRbLt37oJTExSFLGBMb1zgIhAICPFIqJY5rn2O9MQfmnn%2Bvmr4fZVoVUJF110QL43aknKr0FCPH%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQABoMNjA0NzU4MTAyNjY1IgzawYfF49%2FBp8RLe3oqkQWEzqNWaEnTieBiBwvxtQA2wH5xZ1BnsZGlBRE6PbDTEulW%2BegY4zAt21gjYPoHyWtnm2Wnluy%2F40wtnYhIoIVjEjslzKCrZRGUSmGTeAqX9Rz5DlZpRwXx823zmCqAlFadOVjLOtABQNMY3bUghztNQm67ENzAwWSohoXutjV9aKBBiGQKbyUnFZ25DgbQmfL48NmM6g0dCgdhXL8%2Bnn8Ij76Fw%2BDkoaqS%2Fmz6O2CJ8u1zOknuWSEA8%2BCgd9pyjSnErTeY81pur%2BsZ5aJ1vbqaSKzW9x6DBNi%2BhKmINjTUfBB7LE%2BLne26Hj4J9YCZSXWm7yCHqDwUD%2FYRoRNuNhHeDa7kOEdkvUPf%2BVEOKDrqEitvcGqjH8VGpkKaUPw7KD0f9r9JqBUkTtAqaszVeTcEAFSBtwlnzcmm4am9tC%2BFTKK%2BR9wpkm3WoV25pX%2Byu7MtGXhPD5YX2IfdGp9B8BUvDIRd7YAuoxVI9DJxbpvSaVwfdV2Gbmca16x4tMMWpAetJhqygynJAZ3kyZ0Z0xCCNhbQlQfYWBDxTXwkoBXSpoINUyBByzND8VK9uU46QUDSwQXeusWYcYzBbtD7EeeRR6QEmJCF92%2Fd5oH8SMMBj9swJoQNwoW3r82QPqa0VRIl%2B90%2BqEf8BSeKWbCp9KJwOfN66hIKFY%2FEKNxKtQCIS95CGnuWy0lxtC5SjB%2B7tKAfAInmBJMOmlxNRl6Zopbvg5Nzo%2BjWm4EZ6yz9t%2FGEBHqbCI0RyoceTpwMl0J%2BEpZ%2FzkCKJXQN%2BlEm2nFTybXFU1C9qJg8%2BAYg0kczyEtXqCWHRvKnRWXDacgidUZHfb1pyqndUTiOpASYHe%2FG0bsaFSWhuGMZZDnCagmJKCcSd%2B8wneyiqwY6sAE0gyH%2BMTNLGc5vlz0gVCxufEaB%2ByMt5h4d5Zme3laUy0kFjBSiycTIwMcA2HiaOg%2FbCPxamaYyrUoZfVNMXDZy7Dc1cUbUWw4Nfa6Dp%2BYTmt6x3PJiHByuBWB%2FxGyRr1l9EnwYQtH64571Ssf9nphz%2BJLi0gxQaYe7mGkZpOPW0uckfsFiVazy0SWqQ8ypQqlcTflk3ew8dzOWtshE%2BN9OkRAY4rEWWS3SNtig552GTw%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T170253Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAYZTTEKKE326TRDWW%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=c19f6eee234b0a53b70f187d50f2547821ab4b8b3d165d8213158b28b22d9c0e,,"portal license guessed from prior CCND source, unverified"
on_woolwich,Township of Woolwich,municipality,ON,2021A00053530035,26999,https://woolwich-geohub-woolwich.hub.arcgis.com/,,,,
pe_charlottetown,City of Charlottetown,municipality,PE,2021A00051102075,38809,,,,,no known open data portal as of 2026-07-28
pe_stratford,Town of Stratford,municipality,PE,2021A00051102080,10927,https://www.townofstratford.ca/government/open_government/open_data_catalogue,,,,
qc_blainville,Ville de Blainville,municipality,QC,2021A00052473015,59819,https://www.donneesquebec.ca/recherche/dataset/?organization=ville-de-blainville,,,,
qc_brossard,Ville de Brossard,municipality,QC,2021A00052458007,91525,,,,,no known open data portal as of 2026-07-28
qc_chateauguay,Ville de Châteauguay,municipality,QC,2021A00052467050,50815,,,,,no known open data portal as of 2026-07-28
qc_drummondville,Ville de Drummondville,municipality,QC,2021A00052449058,79258,https://donnees-vdrummondville.opendata.arcgis.com/search,,,,
qc_gatineau,Ville de Gatineau,municipality,QC,2021A00052481017,291041,https://www.gatineau.ca/portail/default.aspx?c=en-CA&p=publications_cartes_statistiques_donnees_ouvertes/donnees_ouvertes,,https://creativecommons.org/licenses/by/4.0/legalcode.fr,,"portal license guessed from prior CCND source, unverified"
qc_granby,Ville de Granby,municipality,QC,2021A00052447017,69025,,,,,no known open data portal as of 2026-07-28
qc_laval,Ville de Laval,municipality,QC,2021A00052465005,438366,https://www.donneesquebec.ca/recherche/dataset/?organization=ville-de-laval,,https://www.laval.ca/Pages/Fr/Citoyens/licence-utilisation-donnees-ouvertes.aspx,,"portal license guessed from prior CCND source, unverified"
qc_longueuil,Ville de Longueuil,municipality,QC,2021A00052458227,254483,https://www.donneesquebec.ca/recherche/dataset/?organization=ville-de-longueuil,,https://www.donneesquebec.ca/fr/licence/#cc-by,,"portal license guessed from prior CCND source, unverified"
qc_levis,Ville de Lévis,municipality,QC,2021A00052425213,149683,https://www.donneesquebec.ca/recherche/dataset/?organization=ville-de-levis,,https://www.donneesquebec.ca/fr/licence/#cc-by,,"portal license guessed from prior CCND source, unverified"
qc_mascouche,Ville de Mascouche,municipality,QC,2021A00052464015,51183,,,,,no known open data portal as of 2026-07-28
qc_mirabel,Ville de Mirabel,municipality,QC,2021A00052474005,61108,,,,,no known open data portal as of 2026-07-28
qc_montreal,Ville de Montréal,municipality,QC,2021A00052466023,1762949,https://donnees.montreal.ca/,,https://creativecommons.org/licenses/by/4.0/legalcode.fr,,"portal license guessed from prior CCND source, unverified"
qc_ville-de-quebec,Ville de Québec,municipality,QC,2021A00052423027,549459,https://www.donneesquebec.ca/organisation/ville-de-quebec/,,,,
qc_repentigny,Ville de Repentigny,municipality,QC,2021A00052460013,86100,https://www.donneesquebec.ca/recherche/dataset/?organization=ville-de-repentigny,,https://www.donneesquebec.ca/licence/#cc-by,,"portal license guessed from prior CCND source, unverified"
qc_rimouski,Ville de Rimouski,municipality,QC,2021A00052410043,48935,https://www.donneesquebec.ca/organisation/ville-de-rimouski,,https://www.donneesquebec.ca/licence/#cc-by,,"portal license guessed from prior CCND source, unverified"
qc_rouyn_noranda,Ville de Rouyn-Noranda,municipality,QC,2021A00052486042,42313,https://www.donneesquebec.ca/recherche/dataset/?organization=ville-de-rouyn-noranda,,,,
qc_saguenay,Ville de Saguenay,municipality,QC,2021A00052494068,144723,https://www.donneesquebec.ca/recherche/dataset/?organization=ville-de-saguenay,,https://www.donneesquebec.ca/licence/#cc-by,,"portal license guessed from prior CCND source, unverified"
qc_saint_hyacinthe,Ville de Saint Hyacinthe,municipality,QC,2021A00052454048,57239,https://www.donneesquebec.ca/recherche/dataset?q=&extras_organisation_principale=ville-de-saint-hyacinthe,,,,
qc_saint_jean_sur_richelieu,Ville de Saint-Jean-sur-Richelieu,municipality,QC,2021A00052456083,97873,https://www.donneesquebec.ca/organisation/ville-de-saint-jean-sur-richelieu/,,,,
qc_saint_jerome,Ville de Saint-Jérôme,municipality,QC,2021A00052475017,80213,,,,,no known open data portal as of 2026-07-28
qc_shawinigan,Ville de Shawinigan,municipality,QC,2021A00052436033,49620,https://www.donneesquebec.ca/recherche/dataset/?organization=ville-de-shawinigan,,https://www.donneesquebec.ca/licence/#cc-by,,"portal license guessed from prior CCND source, unverified"
qc_sherbrooke,Ville de Sherbrooke,municipality,QC,2021A00052443027,172950,https://donneesouvertes-sherbrooke.opendata.arcgis.com/,,https://www.donneesquebec.ca/licence/#cc-by,,"portal license guessed from prior CCND source, unverified"
qc_terrebonne,Ville de Terrebonne,municipality,QC,2021A00052464008,119944,,,,,no known open data portal as of 2026-07-28
qc_trois_rivieres,Ville de Trois-Rivières,municipality,QC,2021A00052437067,139163,https://www.donneesquebec.ca/recherche/dataset/?organization=ville-de-trois-rivieres,,,,
qc_victoriaville,Ville de Victoriaville,municipality,QC,2021A00052439062,47760,https://partage-victoriaville.opendata.arcgis.com,,,,
sk_moose_jaw,City of Moose Jaw,municipality,SK,2021A00054707039,33665,,,,,no known open data portal as of 2026-07-28
sk_prince_albert,City of Prince Albert,municipality,SK,2021A00054715066,37756,,,,,no known open data portal as of 2026-07-28
sk_regina,City of Regina,municipality,SK,2021A00054706027,226404,https://openregina.ca/,Open Government Licence – City of Regina,https://www.regina.ca/terms/,,"portal license guessed from prior CCND source, unverified"
sk_saskatoon,City of Saskatoon,municipality,SK,2021A00054711066,266141,https://opendata.saskatoon.ca/,,http://opendata-saskatoon.cloudapp.net/TermsOfUse/TermsOfUse,,"portal license guessed from prior CCND source, unverified"
yt_whitehorse,City of Whitehorse,municipality,YT,2021A00056001009,28201,https://data.whitehorse.ca/,Open Government Licence – Yukon,https://open.yukon.ca/data/open-government-licence-yukon,,"portal license guessed from prior CCND source, unverified"
bc_the_city_of_west_kelowna,The City of West Kelowna,other,BC,,,https://www.westkelownacity.ca/en/building-business-and-development/open-data.aspx,,,,
bc_westbank_first_nation,Westbank First Nation,other,BC,,,https://wfn-open-data-rdco.opendata.arcgis.com/,,,,
nb_new_brunswick,Government of New Brunswick,other,NB,,,https://gnb.socrata.com/,,,,
nl_community_infrastructure_mapping_system,Community Infrastructure Mapping System,other,NL,,,https://nlcims.ca/OpenData/,,,,
on_lake_simcoe_region_conservation_authority,Lake Simco​e Region Conservation Authority,other,ON,,,https://lsrca-open-data-camaps.opendata.arcgis.com/,,,,
on_quinte_conservation,Quinte Conservation,other,ON,,,https://data.quinteconservation.ca/,,,,
on_region_of_waterloo,Region of Waterloo,other,ON,,,https://rowopendata-rmw.opendata.arcgis.com/,,,,
on_seguin_township,Seguin Township,other,ON,,,https://seguin-data-hub-wpsgn.hub.arcgis.com/,,,,
on_west_parry_sound_geography_network,West Parry Sound Geography Network,other,ON,,,https://data-wpsgn.opendata.arcgis.com/,,,,
yt_kluane_first_nation,Kluane First Nation,other,YT,,,https://lrh.kfn.ca/,,,,
